"Fannie Mae and Freddie Mac Maximum Loan Limits for Loans Originated in 2009 or 
Originated Between 7/1/07 and 12/31/08 and Purchased in 2009

(These limits were determined under the American Recovery and Reinvestment Act of 2009.  Loans acquired in 2009, but originated prior to 7/1/2007 remain subject to previously-announced 2009 loan limits, which were determined under provisions of the Housing and Economic Recovery Act of 2008).",,,,,,,,
FIPS State Code,FIPS County Code,County Name,CBSA Number,State,One-Unit Limit,Two-Unit Limit,Three-Unit Limit,Four-Unit Limit
12,015,Charlotte County,39460,FL,"$417,000","$533,850","$645,300","$801,950"
12,017,Citrus County,26140,FL,"$417,000","$533,850","$645,300","$801,950"
12,019,Clay County,27260,FL,"$417,000","$533,850","$645,300","$801,950"
12,021,Collier County,34940,FL,"$531,250","$680,100","$822,050","$1,021,650"
12,023,Columbia County,29380,FL,"$417,000","$533,850","$645,300","$801,950"
12,027,DeSoto County,11580,FL,"$417,000","$533,850","$645,300","$801,950"
12,029,Dixie County,99999,FL,"$417,000","$533,850","$645,300","$801,950"
12,031,Duval County,27260,FL,"$417,000","$533,850","$645,300","$801,950"
12,033,Escambia County,37860,FL,"$417,000","$533,850","$645,300","$801,950"
12,035,Flagler County,37380,FL,"$417,000","$533,850","$645,300","$801,950"
12,037,Franklin County,99999,FL,"$417,000","$533,850","$645,300","$801,950"
12,039,Gadsden County,45220,FL,"$417,000","$533,850","$645,300","$801,950"
12,041,Gilchrist County,23540,FL,"$417,000","$533,850","$645,300","$801,950"
12,043,Glades County,99999,FL,"$417,000","$533,850","$645,300","$801,950"
12,045,Gulf County,99999,FL,"$417,000","$533,850","$645,300","$801,950"
12,047,Hamilton County,99999,FL,"$417,000","$533,850","$645,300","$801,950"
12,049,Hardee County,48100,FL,"$417,000","$533,850","$645,300","$801,950"
12,051,Hendry County,17500,FL,"$417,000","$533,850","$645,300","$801,950"
12,053,Hernando County,45300,FL,"$417,000","$533,850","$645,300","$801,950"
12,055,Highlands County,42700,FL,"$417,000","$533,850","$645,300","$801,950"
12,057,Hillsborough County,45300,FL,"$417,000","$533,850","$645,300","$801,950"
12,059,Holmes County,99999,FL,"$417,000","$533,850","$645,300","$801,950"
12,061,Indian River County,42680,FL,"$417,000","$533,850","$645,300","$801,950"
12,063,Jackson County,99999,FL,"$417,000","$533,850","$645,300","$801,950"
12,065,Jefferson County,45220,FL,"$417,000","$533,850","$645,300","$801,950"
12,067,Lafayette County,99999,FL,"$417,000","$533,850","$645,300","$801,950"
12,069,Lake County,36740,FL,"$417,000","$533,850","$645,300","$801,950"
12,071,Lee County,15980,FL,"$417,000","$533,850","$645,300","$801,950"
12,073,Leon County,45220,FL,"$417,000","$533,850","$645,300","$801,950"
12,075,Levy County,99999,FL,"$417,000","$533,850","$645,300","$801,950"
12,077,Liberty County,99999,FL,"$417,000","$533,850","$645,300","$801,950"
12,079,Madison County,99999,FL,"$417,000","$533,850","$645,300","$801,950"
12,081,Manatee County,14600,FL,"$442,500","$566,450","$684,750","$850,950"
12,083,Marion County,36100,FL,"$417,000","$533,850","$645,300","$801,950"
12,085,Martin County,38940,FL,"$417,000","$533,850","$645,300","$801,950"
12,086,Miami-Dade County,33100,FL,"$423,750","$542,450","$655,700","$814,900"
12,087,Monroe County,28580,FL,"$729,750","$934,200","$1,129,250","$1,403,400"
12,089,Nassau County,27260,FL,"$417,000","$533,850","$645,300","$801,950"
12,091,Okaloosa County,23020,FL,"$417,000","$533,850","$645,300","$801,950"
12,093,Okeechobee County,36380,FL,"$417,000","$533,850","$645,300","$801,950"
12,095,Orange County,36740,FL,"$417,000","$533,850","$645,300","$801,950"
12,097,Osceola County,36740,FL,"$417,000","$533,850","$645,300","$801,950"
12,099,Palm Beach County,33100,FL,"$423,750","$542,450","$655,700","$814,900"
12,101,Pasco County,45300,FL,"$417,000","$533,850","$645,300","$801,950"
12,103,Pinellas County,45300,FL,"$417,000","$533,850","$645,300","$801,950"
12,105,Polk County,29460,FL,"$417,000","$533,850","$645,300","$801,950"
12,107,Putnam County,37260,FL,"$417,000","$533,850","$645,300","$801,950"
12,109,St. Johns County,27260,FL,"$417,000","$533,850","$645,300","$801,950"
12,111,St. Lucie County,38940,FL,"$417,000","$533,850","$645,300","$801,950"
12,113,Santa Rosa County,37860,FL,"$417,000","$533,850","$645,300","$801,950"
12,115,Sarasota County,14600,FL,"$442,500","$566,450","$684,750","$850,950"
12,117,Seminole County,36740,FL,"$417,000","$533,850","$645,300","$801,950"
12,119,Sumter County,45540,FL,"$417,000","$533,850","$645,300","$801,950"
12,121,Suwannee County,99999,FL,"$417,000","$533,850","$645,300","$801,950"
12,123,Taylor County,99999,FL,"$417,000","$533,850","$645,300","$801,950"
12,125,Union County,99999,FL,"$417,000","$533,850","$645,300","$801,950"
12,127,Volusia County,19660,FL,"$417,000","$533,850","$645,300","$801,950"
12,129,Wakulla County,45220,FL,"$417,000","$533,850","$645,300","$801,950"
12,131,Walton County,99999,FL,"$417,000","$533,850","$645,300","$801,950"
12,133,Washington County,99999,FL,"$417,000","$533,850","$645,300","$801,950"
13,001,Appling County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,003,Atkinson County,20060,GA,"$417,000","$533,850","$645,300","$801,950"
13,005,Bacon County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,007,Baker County,10500,GA,"$417,000","$533,850","$645,300","$801,950"
13,009,Baldwin County,33300,GA,"$417,000","$533,850","$645,300","$801,950"
13,011,Banks County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,013,Barrow County,12060,GA,"$417,000","$533,850","$645,300","$801,950"
13,015,Bartow County,12060,GA,"$417,000","$533,850","$645,300","$801,950"
13,017,Ben Hill County,22340,GA,"$417,000","$533,850","$645,300","$801,950"
13,019,Berrien County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,021,Bibb County,31420,GA,"$417,000","$533,850","$645,300","$801,950"
13,023,Bleckley County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,025,Brantley County,15260,GA,"$417,000","$533,850","$645,300","$801,950"
13,027,Brooks County,46660,GA,"$417,000","$533,850","$645,300","$801,950"
13,029,Bryan County,42340,GA,"$417,000","$533,850","$645,300","$801,950"
13,031,Bulloch County,44340,GA,"$417,000","$533,850","$645,300","$801,950"
13,033,Burke County,12260,GA,"$417,000","$533,850","$645,300","$801,950"
13,035,Butts County,12060,GA,"$417,000","$533,850","$645,300","$801,950"
13,037,Calhoun County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,039,Camden County,41220,GA,"$417,000","$533,850","$645,300","$801,950"
13,043,Candler County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,045,Carroll County,12060,GA,"$417,000","$533,850","$645,300","$801,950"
13,047,Catoosa County,16860,GA,"$417,000","$533,850","$645,300","$801,950"
13,049,Charlton County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,051,Chatham County,42340,GA,"$417,000","$533,850","$645,300","$801,950"
13,053,Chattahoochee County,17980,GA,"$417,000","$533,850","$645,300","$801,950"
13,055,Chattooga County,44900,GA,"$417,000","$533,850","$645,300","$801,950"
13,057,Cherokee County,12060,GA,"$417,000","$533,850","$645,300","$801,950"
13,059,Clarke County,12020,GA,"$417,000","$533,850","$645,300","$801,950"
13,061,Clay County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,063,Clayton County,12060,GA,"$417,000","$533,850","$645,300","$801,950"
13,065,Clinch County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,067,Cobb County,12060,GA,"$417,000","$533,850","$645,300","$801,950"
13,069,Coffee County,20060,GA,"$417,000","$533,850","$645,300","$801,950"
13,071,Colquitt County,34220,GA,"$417,000","$533,850","$645,300","$801,950"
13,073,Columbia County,12260,GA,"$417,000","$533,850","$645,300","$801,950"
13,075,Cook County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,077,Coweta County,12060,GA,"$417,000","$533,850","$645,300","$801,950"
13,079,Crawford County,31420,GA,"$417,000","$533,850","$645,300","$801,950"
13,081,Crisp County,18380,GA,"$417,000","$533,850","$645,300","$801,950"
13,083,Dade County,16860,GA,"$417,000","$533,850","$645,300","$801,950"
13,085,Dawson County,12060,GA,"$417,000","$533,850","$645,300","$801,950"
13,087,Decatur County,12460,GA,"$417,000","$533,850","$645,300","$801,950"
13,089,DeKalb County,12060,GA,"$417,000","$533,850","$645,300","$801,950"
13,091,Dodge County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,093,Dooly County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,095,Dougherty County,10500,GA,"$417,000","$533,850","$645,300","$801,950"
13,097,Douglas County,12060,GA,"$417,000","$533,850","$645,300","$801,950"
13,099,Early County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,101,Echols County,46660,GA,"$417,000","$533,850","$645,300","$801,950"
13,103,Effingham County,42340,GA,"$417,000","$533,850","$645,300","$801,950"
13,105,Elbert County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,107,Emanuel County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,109,Evans County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,111,Fannin County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,113,Fayette County,12060,GA,"$417,000","$533,850","$645,300","$801,950"
13,115,Floyd County,40660,GA,"$417,000","$533,850","$645,300","$801,950"
13,117,Forsyth County,12060,GA,"$417,000","$533,850","$645,300","$801,950"
13,119,Franklin County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,121,Fulton County,12060,GA,"$417,000","$533,850","$645,300","$801,950"
13,123,Gilmer County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,125,Glascock County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,127,Glynn County,15260,GA,"$417,000","$533,850","$645,300","$801,950"
13,129,Gordon County,15660,GA,"$417,000","$533,850","$645,300","$801,950"
13,131,Grady County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,133,Greene County,99999,GA,"$662,500","$848,100","$1,025,200","$1,274,050"
13,135,Gwinnett County,12060,GA,"$417,000","$533,850","$645,300","$801,950"
13,137,Habersham County,18460,GA,"$417,000","$533,850","$645,300","$801,950"
13,139,Hall County,23580,GA,"$417,000","$533,850","$645,300","$801,950"
13,141,Hancock County,33300,GA,"$417,000","$533,850","$645,300","$801,950"
13,143,Haralson County,12060,GA,"$417,000","$533,850","$645,300","$801,950"
13,145,Harris County,17980,GA,"$417,000","$533,850","$645,300","$801,950"
13,147,Hart County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,149,Heard County,12060,GA,"$417,000","$533,850","$645,300","$801,950"
13,151,Henry County,12060,GA,"$417,000","$533,850","$645,300","$801,950"
13,153,Houston County,47580,GA,"$417,000","$533,850","$645,300","$801,950"
13,155,Irwin County,22340,GA,"$417,000","$533,850","$645,300","$801,950"
13,157,Jackson County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,159,Jasper County,12060,GA,"$417,000","$533,850","$645,300","$801,950"
13,161,Jeff Davis County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,163,Jefferson County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,165,Jenkins County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,167,Johnson County,20140,GA,"$417,000","$533,850","$645,300","$801,950"
13,169,Jones County,31420,GA,"$417,000","$533,850","$645,300","$801,950"
13,171,Lamar County,12060,GA,"$417,000","$533,850","$645,300","$801,950"
13,173,Lanier County,46660,GA,"$417,000","$533,850","$645,300","$801,950"
13,175,Laurens County,20140,GA,"$417,000","$533,850","$645,300","$801,950"
13,177,Lee County,10500,GA,"$417,000","$533,850","$645,300","$801,950"
13,179,Liberty County,25980,GA,"$417,000","$533,850","$645,300","$801,950"
13,181,Lincoln County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,183,Long County,25980,GA,"$417,000","$533,850","$645,300","$801,950"
13,185,Lowndes County,46660,GA,"$417,000","$533,850","$645,300","$801,950"
13,187,Lumpkin County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,189,McDuffie County,12260,GA,"$417,000","$533,850","$645,300","$801,950"
13,191,McIntosh County,15260,GA,"$417,000","$533,850","$645,300","$801,950"
13,193,Macon County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,195,Madison County,12020,GA,"$417,000","$533,850","$645,300","$801,950"
13,197,Marion County,17980,GA,"$417,000","$533,850","$645,300","$801,950"
13,199,Meriwether County,12060,GA,"$417,000","$533,850","$645,300","$801,950"
13,201,Miller County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,205,Mitchell County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,207,Monroe County,31420,GA,"$417,000","$533,850","$645,300","$801,950"
13,209,Montgomery County,47080,GA,"$417,000","$533,850","$645,300","$801,950"
13,211,Morgan County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,213,Murray County,19140,GA,"$417,000","$533,850","$645,300","$801,950"
13,215,Muscogee County,17980,GA,"$417,000","$533,850","$645,300","$801,950"
13,217,Newton County,12060,GA,"$417,000","$533,850","$645,300","$801,950"
13,219,Oconee County,12020,GA,"$417,000","$533,850","$645,300","$801,950"
13,221,Oglethorpe County,12020,GA,"$417,000","$533,850","$645,300","$801,950"
13,223,Paulding County,12060,GA,"$417,000","$533,850","$645,300","$801,950"
13,225,Peach County,22980,GA,"$417,000","$533,850","$645,300","$801,950"
13,227,Pickens County,12060,GA,"$417,000","$533,850","$645,300","$801,950"
13,229,Pierce County,48180,GA,"$417,000","$533,850","$645,300","$801,950"
13,231,Pike County,12060,GA,"$417,000","$533,850","$645,300","$801,950"
13,233,Polk County,16340,GA,"$417,000","$533,850","$645,300","$801,950"
13,235,Pulaski County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,237,Putnam County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,239,Quitman County,21640,GA,"$417,000","$533,850","$645,300","$801,950"
13,241,Rabun County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,243,Randolph County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,245,Richmond County,12260,GA,"$417,000","$533,850","$645,300","$801,950"
13,247,Rockdale County,12060,GA,"$417,000","$533,850","$645,300","$801,950"
13,249,Schley County,11140,GA,"$417,000","$533,850","$645,300","$801,950"
13,251,Screven County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,253,Seminole County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,255,Spalding County,12060,GA,"$417,000","$533,850","$645,300","$801,950"
13,257,Stephens County,45740,GA,"$417,000","$533,850","$645,300","$801,950"
13,259,Stewart County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,261,Sumter County,11140,GA,"$417,000","$533,850","$645,300","$801,950"
13,263,Talbot County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,265,Taliaferro County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,267,Tattnall County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,269,Taylor County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,271,Telfair County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,273,Terrell County,10500,GA,"$417,000","$533,850","$645,300","$801,950"
13,275,Thomas County,45620,GA,"$417,000","$533,850","$645,300","$801,950"
13,277,Tift County,45700,GA,"$417,000","$533,850","$645,300","$801,950"
13,279,Toombs County,47080,GA,"$417,000","$533,850","$645,300","$801,950"
13,281,Towns County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,283,Treutlen County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,285,Troup County,29300,GA,"$417,000","$533,850","$645,300","$801,950"
13,287,Turner County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,289,Twiggs County,31420,GA,"$417,000","$533,850","$645,300","$801,950"
13,291,Union County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,293,Upson County,45580,GA,"$417,000","$533,850","$645,300","$801,950"
13,295,Walker County,16860,GA,"$417,000","$533,850","$645,300","$801,950"
13,297,Walton County,12060,GA,"$417,000","$533,850","$645,300","$801,950"
13,299,Ware County,48180,GA,"$417,000","$533,850","$645,300","$801,950"
13,301,Warren County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,303,Washington County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,305,Wayne County,27700,GA,"$417,000","$533,850","$645,300","$801,950"
13,307,Webster County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,309,Wheeler County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,311,White County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,313,Whitfield County,19140,GA,"$417,000","$533,850","$645,300","$801,950"
13,315,Wilcox County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,317,Wilkes County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,319,Wilkinson County,99999,GA,"$417,000","$533,850","$645,300","$801,950"
13,321,Worth County,10500,GA,"$417,000","$533,850","$645,300","$801,950"
15,001,Hawaii County,25900,HI,"$625,500","$800,775","$967,950","$1,202,925"
15,003,Honolulu County,26180,HI,"$793,750","$1,016,150","$1,228,300","$1,526,450"
15,005,Kalawao County,99999,HI,"$716,250","$916,950","$1,108,350","$1,377,450"
15,007,Kauai County,28180,HI,"$773,750","$990,550","$1,197,350","$1,488,000"
15,009,Maui County,27980,HI,"$790,000","$1,011,350","$1,222,500","$1,519,250"
16,001,Ada County,14260,ID,"$417,000","$533,850","$645,300","$801,950"
16,003,Adams County,99999,ID,"$417,000","$533,850","$645,300","$801,950"
16,005,Bannock County,38540,ID,"$417,000","$533,850","$645,300","$801,950"
16,007,Bear Lake County,99999,ID,"$417,000","$533,850","$645,300","$801,950"
16,009,Benewah County,99999,ID,"$417,000","$533,850","$645,300","$801,950"
16,011,Bingham County,13940,ID,"$417,000","$533,850","$645,300","$801,950"
16,013,Blaine County,99999,ID,"$729,750","$934,200","$1,129,250","$1,403,400"
16,015,Boise County,14260,ID,"$417,000","$533,850","$645,300","$801,950"
16,017,Bonner County,99999,ID,"$417,000","$533,850","$645,300","$801,950"
16,019,Bonneville County,26820,ID,"$417,000","$533,850","$645,300","$801,950"
16,021,Boundary County,99999,ID,"$417,000","$533,850","$645,300","$801,950"
16,023,Butte County,99999,ID,"$417,000","$533,850","$645,300","$801,950"
16,025,Camas County,99999,ID,"$417,000","$533,850","$645,300","$801,950"
16,027,Canyon County,14260,ID,"$417,000","$533,850","$645,300","$801,950"
16,029,Caribou County,99999,ID,"$417,000","$533,850","$645,300","$801,950"
16,031,Cassia County,15420,ID,"$417,000","$533,850","$645,300","$801,950"
16,033,Clark County,99999,ID,"$417,000","$533,850","$645,300","$801,950"
16,035,Clearwater County,99999,ID,"$417,000","$533,850","$645,300","$801,950"
16,037,Custer County,99999,ID,"$417,000","$533,850","$645,300","$801,950"
16,039,Elmore County,34300,ID,"$417,000","$533,850","$645,300","$801,950"
16,041,Franklin County,30860,ID,"$417,000","$533,850","$645,300","$801,950"
16,043,Fremont County,39940,ID,"$417,000","$533,850","$645,300","$801,950"
16,045,Gem County,14260,ID,"$417,000","$533,850","$645,300","$801,950"
16,047,Gooding County,99999,ID,"$417,000","$533,850","$645,300","$801,950"
16,049,Idaho County,99999,ID,"$417,000","$533,850","$645,300","$801,950"
16,051,Jefferson County,26820,ID,"$417,000","$533,850","$645,300","$801,950"
16,053,Jerome County,46300,ID,"$417,000","$533,850","$645,300","$801,950"
16,055,Kootenai County,17660,ID,"$417,000","$533,850","$645,300","$801,950"
16,057,Latah County,34140,ID,"$417,000","$533,850","$645,300","$801,950"
16,059,Lemhi County,99999,ID,"$417,000","$533,850","$645,300","$801,950"
16,061,Lewis County,99999,ID,"$417,000","$533,850","$645,300","$801,950"
16,063,Lincoln County,99999,ID,"$417,000","$533,850","$645,300","$801,950"
16,065,Madison County,39940,ID,"$417,000","$533,850","$645,300","$801,950"
16,067,Minidoka County,15420,ID,"$417,000","$533,850","$645,300","$801,950"
16,069,Nez Perce County,30300,ID,"$417,000","$533,850","$645,300","$801,950"
16,071,Oneida County,99999,ID,"$417,000","$533,850","$645,300","$801,950"
16,073,Owyhee County,14260,ID,"$417,000","$533,850","$645,300","$801,950"
