State Indexes for Houses not in Metropolitan Statistical Areas,,,,
,,,,
State,Year,Quarter,Index,Standard Error
SC,1997,2,110.99,(1.37)
SC,1997,3,111.84,(1.38)
SC,1997,4,113.74,(1.38)
SC,1998,1,115.42,(1.30)
SC,1998,2,117.26,(1.32)
SC,1998,3,117.85,(1.35)
SC,1998,4,120.50,(1.35)
SC,1999,1,121.70,(1.39)
SC,1999,2,122.61,(1.42)
SC,1999,3,125.17,(1.49)
SC,1999,4,124.84,(1.54)
SC,2000,1,127.70,(1.57)
SC,2000,2,128.17,(1.50)
SC,2000,3,128.48,(1.49)
SC,2000,4,131.48,(1.52)
SC,2001,1,134.15,(1.50)
SC,2001,2,136.87,(1.50)
SC,2001,3,137.64,(1.51)
SC,2001,4,138.62,(1.49)
SC,2002,1,140.60,(1.54)
SC,2002,2,141.80,(1.57)
SC,2002,3,143.49,(1.56)
SC,2002,4,144.67,(1.55)
SC,2003,1,145.05,(1.56)
SC,2003,2,147.70,(1.58)
SC,2003,3,148.46,(1.59)
SC,2003,4,149.05,(1.69)
SC,2004,1,151.09,(1.72)
SC,2004,2,152.24,(1.72)
SC,2004,3,155.09,(1.82)
SC,2004,4,156.57,(1.83)
SC,2005,1,160.38,(1.89)
SC,2005,2,160.70,(1.89)
SC,2005,3,165.81,(1.90)
SC,2005,4,167.86,(1.98)
SC,2006,1,170.74,(2.02)
SC,2006,2,173.28,(2.01)
SC,2006,3,176.43,(2.05)
SC,2006,4,183.44,(2.14)
SC,2007,1,182.29,(2.12)
SC,2007,2,184.12,(2.08)
SC,2007,3,185.59,(2.11)
SC,2007,4,188.43,(2.14)
SC,2008,1,189.67,(2.12)
SC,2008,2,189.83,(2.17)
SC,2008,3,186.48,(2.20)
SC,2008,4,186.53,(2.23)
SC,2009,1,189.10,(2.11)
SC,2009,2,187.38,(2.09)
SC,2009,3,180.66,(2.12)
SC,2009,4,180.85,(2.20)
SC,2010,1,175.93,(2.19)
SC,2010,2,175.05,(2.18)
SC,2010,3,177.09,(2.08)
SC,2010,4,175.19,(2.07)
SC,2011,1,170.82,(2.13)
SC,2011,2,166.99,(2.18)
SC,2011,3,169.26,(2.07)
SC,2011,4,170.08,(2.05)
SC,2012,1,166.88,(2.03)
SC,2012,2,166.51,(2.02)
SC,2012,3,167.82,(2.01)
SC,2012,4,168.03,(2.03)
SC,2013,1,167.87,(2.05)
SC,2013,2,166.72,(2.05)
SC,2013,3,164.89,(2.10)
SC,2013,4,163.54,(2.23)
SC,2014,1,168.30,(2.45)
SC,2014,2,166.34,(2.35)
SC,2014,3,166.99,(2.28)
SC,2014,4,167.65,(2.34)
SC,2015,1,170.14,(2.39)
SC,2015,2,171.17,(2.40)
SC,2015,3,173.24,(2.48)
SC,2015,4,173.74,(2.66)
SC,2016,1,178.52,(2.62)
SC,2016,2,177.95,(2.55)
SC,2016,3,180.56,(2.50)
SC,2016,4,180.96,(2.66)
SC,2017,1,181.35,(2.79)
SC,2017,2,180.93,(2.81)
SC,2017,3,182.38,(2.70)
SC,2017,4,186.16,(2.82)
SC,2018,1,186.85,(2.98)
SC,2018,2,191.57,(3.10)
SC,2018,3,197.11,(3.17)
SC,2018,4,200.18,(3.30)
SC,2019,1,201.14,(3.55)
SD,1995,1,100.00,(0.00)
SD,1995,2,104.17,(1.39)
SD,1995,3,104.44,(1.28)
SD,1995,4,105.96,(1.29)
SD,1996,1,107.00,(1.24)
SD,1996,2,107.29,(1.31)
SD,1996,3,109.63,(1.36)
SD,1996,4,107.72,(1.38)
SD,1997,1,111.04,(1.49)
SD,1997,2,112.28,(1.41)
SD,1997,3,112.85,(1.41)
SD,1997,4,114.52,(1.45)
SD,1998,1,115.70,(1.32)
SD,1998,2,115.24,(1.35)
SD,1998,3,116.43,(1.39)
SD,1998,4,115.97,(1.30)
SD,1999,1,118.59,(1.40)
SD,1999,2,119.04,(1.42)
SD,1999,3,118.31,(1.43)
SD,1999,4,120.61,(1.52)
SD,2000,1,119.87,(1.51)
SD,2000,2,122.61,(1.45)
SD,2000,3,123.98,(1.45)
SD,2000,4,124.18,(1.48)
SD,2001,1,126.23,(1.43)
SD,2001,2,128.42,(1.43)
SD,2001,3,129.02,(1.45)
SD,2001,4,130.06,(1.43)
SD,2002,1,131.66,(1.47)
SD,2002,2,133.46,(1.50)
SD,2002,3,135.11,(1.49)
SD,2002,4,135.16,(1.48)
SD,2003,1,136.39,(1.50)
SD,2003,2,136.86,(1.50)
SD,2003,3,140.18,(1.54)
SD,2003,4,142.99,(1.65)
SD,2004,1,144.16,(1.66)
SD,2004,2,146.39,(1.65)
SD,2004,3,150.49,(1.77)
SD,2004,4,152.80,(1.78)
SD,2005,1,156.05,(1.89)
SD,2005,2,160.79,(1.88)
SD,2005,3,162.46,(1.89)
SD,2005,4,168.49,(1.98)
SD,2006,1,168.45,(2.05)
SD,2006,2,172.03,(2.01)
SD,2006,3,176.35,(2.06)
SD,2006,4,177.23,(2.09)
SD,2007,1,180.89,(2.18)
SD,2007,2,181.18,(2.11)
SD,2007,3,184.61,(2.12)
SD,2007,4,185.31,(2.14)
SD,2008,1,187.77,(2.13)
SD,2008,2,187.59,(2.14)
SD,2008,3,188.32,(2.17)
SD,2008,4,190.06,(2.21)
SD,2009,1,191.14,(2.13)
SD,2009,2,190.42,(2.13)
SD,2009,3,189.70,(2.21)
SD,2009,4,188.12,(2.18)
SD,2010,1,188.48,(2.20)
SD,2010,2,188.49,(2.23)
SD,2010,3,190.42,(2.17)
SD,2010,4,190.04,(2.15)
SD,2011,1,188.88,(2.22)
SD,2011,2,188.10,(2.26)
SD,2011,3,191.35,(2.23)
SD,2011,4,190.94,(2.19)
SD,2012,1,192.82,(2.24)
SD,2012,2,194.15,(2.27)
SD,2012,3,195.21,(2.26)
SD,2012,4,199.80,(2.31)
SD,2013,1,201.71,(2.38)
SD,2013,2,202.10,(2.40)
SD,2013,3,203.74,(2.45)
SD,2013,4,206.04,(2.58)
SD,2014,1,205.69,(2.73)
SD,2014,2,209.13,(2.66)
SD,2014,3,210.25,(2.63)
SD,2014,4,212.35,(2.68)
SD,2015,1,211.96,(2.70)
SD,2015,2,216.45,(2.71)
SD,2015,3,218.25,(2.81)
SD,2015,4,221.13,(2.93)
SD,2016,1,221.25,(3.02)
SD,2016,2,222.27,(2.86)
SD,2016,3,228.26,(2.87)
SD,2016,4,231.04,(2.95)
SD,2017,1,233.01,(3.25)
SD,2017,2,236.13,(3.15)
SD,2017,3,237.33,(3.14)
SD,2017,4,242.56,(3.31)
SD,2018,1,247.08,(3.64)
SD,2018,2,243.55,(3.40)
SD,2018,3,249.18,(3.52)
SD,2018,4,253.94,(3.83)
SD,2019,1,254.63,(4.52)
TN,1995,1,100.00,(0.00)
TN,1995,2,101.64,(0.97)
TN,1995,3,102.72,(0.94)
TN,1995,4,104.29,(0.97)
TN,1996,1,106.18,(0.90)
TN,1996,2,106.48,(0.97)
TN,1996,3,108.56,(1.01)
TN,1996,4,108.48,(1.02)
TN,1997,1,110.75,(1.06)
TN,1997,2,111.74,(1.00)
TN,1997,3,112.19,(1.00)
TN,1997,4,115.41,(1.02)
TN,1998,1,117.20,(0.97)
TN,1998,2,117.90,(0.99)
TN,1998,3,119.08,(1.01)
TN,1998,4,120.16,(0.98)
TN,1999,1,122.05,(1.02)
TN,1999,2,122.36,(1.04)
TN,1999,3,123.41,(1.07)
TN,1999,4,123.24,(1.07)
TN,2000,1,123.90,(1.06)
TN,2000,2,124.78,(1.05)
TN,2000,3,126.12,(1.05)
TN,2000,4,126.80,(1.06)
TN,2001,1,130.90,(1.06)
TN,2001,2,131.41,(1.05)
TN,2001,3,131.63,(1.06)
TN,2001,4,134.26,(1.06)
TN,2002,1,134.45,(1.08)
TN,2002,2,134.73,(1.09)
TN,2002,3,136.84,(1.09)
TN,2002,4,138.19,(1.09)
TN,2003,1,139.04,(1.10)
TN,2003,2,140.15,(1.11)
TN,2003,3,140.96,(1.11)
TN,2003,4,142.73,(1.17)
TN,2004,1,143.62,(1.17)
TN,2004,2,144.71,(1.18)
TN,2004,3,145.64,(1.21)
TN,2004,4,147.75,(1.23)
TN,2005,1,149.75,(1.25)
TN,2005,2,152.52,(1.26)
TN,2005,3,155.52,(1.28)
TN,2005,4,159.19,(1.32)
TN,2006,1,160.86,(1.35)
TN,2006,2,163.10,(1.35)
TN,2006,3,166.95,(1.38)
TN,2006,4,169.67,(1.40)
TN,2007,1,171.59,(1.41)
TN,2007,2,173.46,(1.41)
TN,2007,3,174.29,(1.42)
TN,2007,4,176.69,(1.45)
TN,2008,1,175.70,(1.42)
TN,2008,2,176.80,(1.45)
TN,2008,3,173.46,(1.45)
TN,2008,4,174.97,(1.47)
TN,2009,1,175.77,(1.42)
TN,2009,2,174.55,(1.41)
TN,2009,3,170.50,(1.43)
TN,2009,4,167.48,(1.41)
TN,2010,1,165.58,(1.42)
TN,2010,2,165.60,(1.42)
TN,2010,3,167.39,(1.38)
TN,2010,4,167.03,(1.38)
TN,2011,1,163.93,(1.42)
TN,2011,2,162.13,(1.43)
TN,2011,3,163.30,(1.39)
TN,2011,4,162.88,(1.38)
TN,2012,1,162.03,(1.38)
TN,2012,2,161.17,(1.38)
TN,2012,3,161.36,(1.36)
TN,2012,4,161.42,(1.36)
TN,2013,1,161.51,(1.38)
TN,2013,2,162.60,(1.39)
TN,2013,3,161.74,(1.41)
TN,2013,4,163.42,(1.47)
TN,2014,1,163.12,(1.55)
TN,2014,2,164.17,(1.51)
TN,2014,3,165.77,(1.50)
TN,2014,4,168.23,(1.54)
TN,2015,1,167.91,(1.55)
TN,2015,2,168.83,(1.55)
TN,2015,3,171.37,(1.56)
TN,2015,4,172.19,(1.61)
TN,2016,1,174.38,(1.65)
TN,2016,2,176.43,(1.64)
TN,2016,3,178.13,(1.62)
TN,2016,4,180.17,(1.66)
TN,2017,1,179.98,(1.74)
TN,2017,2,184.72,(1.76)
TN,2017,3,189.39,(1.79)
TN,2017,4,191.83,(1.82)
TN,2018,1,195.18,(1.93)
TN,2018,2,197.88,(1.97)
TN,2018,3,203.64,(2.00)
TN,2018,4,206.67,(2.10)
TN,2019,1,208.24,(2.23)
TX,1995,1,100.00,(0.00)
TX,1995,2,103.32,(1.02)
TX,1995,3,103.84,(0.97)
TX,1995,4,104.79,(0.98)
TX,1996,1,106.33,(0.94)
TX,1996,2,106.37,(0.99)
TX,1996,3,106.16,(0.99)
TX,1996,4,107.87,(1.06)
TX,1997,1,108.57,(1.07)
TX,1997,2,108.92,(1.01)
TX,1997,3,111.06,(1.03)
TX,1997,4,111.76,(1.04)
TX,1998,1,112.48,(0.95)
TX,1998,2,113.94,(0.96)
TX,1998,3,115.59,(0.98)
TX,1998,4,116.48,(0.98)
TX,1999,1,117.37,(1.00)
TX,1999,2,118.40,(1.01)
TX,1999,3,119.52,(1.03)
TX,1999,4,119.93,(1.07)
TX,2000,1,120.89,(1.06)
TX,2000,2,122.88,(1.03)
TX,2000,3,124.35,(1.03)
TX,2000,4,125.97,(1.07)
TX,2001,1,128.34,(1.07)
TX,2001,2,130.85,(1.06)
TX,2001,3,132.44,(1.07)
TX,2001,4,133.08,(1.06)
TX,2002,1,133.12,(1.07)
TX,2002,2,134.09,(1.08)
TX,2002,3,137.15,(1.10)
TX,2002,4,138.03,(1.09)
TX,2003,1,138.84,(1.10)
TX,2003,2,140.96,(1.10)
TX,2003,3,141.95,(1.11)
TX,2003,4,143.10,(1.18)
TX,2004,1,143.11,(1.19)
TX,2004,2,145.66,(1.18)
TX,2004,3,147.40,(1.23)
TX,2004,4,150.69,(1.27)
TX,2005,1,151.04,(1.29)
TX,2005,2,154.67,(1.28)
TX,2005,3,157.33,(1.30)
TX,2005,4,160.51,(1.35)
TX,2006,1,162.42,(1.37)
TX,2006,2,165.58,(1.36)
TX,2006,3,169.64,(1.39)
TX,2006,4,173.12,(1.45)
TX,2007,1,175.83,(1.46)
TX,2007,2,178.15,(1.44)
TX,2007,3,180.59,(1.45)
TX,2007,4,182.47,(1.49)
TX,2008,1,184.93,(1.50)
TX,2008,2,185.60,(1.51)
TX,2008,3,186.60,(1.53)
TX,2008,4,186.64,(1.58)
TX,2009,1,188.35,(1.52)
TX,2009,2,188.07,(1.51)
TX,2009,3,187.82,(1.57)
TX,2009,4,187.25,(1.58)
TX,2010,1,186.23,(1.59)
TX,2010,2,185.34,(1.57)
TX,2010,3,187.31,(1.56)
TX,2010,4,187.36,(1.55)
TX,2011,1,184.83,(1.58)
TX,2011,2,185.50,(1.57)
TX,2011,3,185.11,(1.57)
TX,2011,4,185.96,(1.56)
TX,2012,1,185.85,(1.58)
TX,2012,2,188.21,(1.60)
TX,2012,3,188.35,(1.58)
TX,2012,4,189.39,(1.59)
TX,2013,1,189.88,(1.59)
TX,2013,2,192.06,(1.61)
TX,2013,3,194.38,(1.64)
TX,2013,4,194.56,(1.72)
TX,2014,1,195.63,(1.77)
TX,2014,2,198.37,(1.75)
TX,2014,3,199.17,(1.74)
TX,2014,4,202.79,(1.81)
TX,2015,1,202.90,(1.84)
TX,2015,2,207.55,(1.84)
TX,2015,3,207.92,(1.83)
TX,2015,4,210.59,(1.90)
TX,2016,1,211.40,(1.95)
TX,2016,2,216.80,(1.93)
TX,2016,3,218.36,(1.92)
TX,2016,4,221.39,(2.01)
TX,2017,1,223.51,(2.06)
TX,2017,2,225.79,(2.06)
TX,2017,3,230.89,(2.10)
TX,2017,4,233.03,(2.18)
TX,2018,1,238.49,(2.30)
TX,2018,2,242.89,(2.26)
TX,2018,3,246.40,(2.33)
TX,2018,4,249.54,(2.51)
TX,2019,1,250.69,(2.60)
UT,1995,1,100.00,(0.00)
UT,1995,2,101.57,(0.93)
UT,1995,3,104.68,(0.90)
UT,1995,4,107.53,(0.95)
UT,1996,1,109.73,(0.98)
UT,1996,2,112.62,(1.11)
UT,1996,3,112.22,(1.13)
UT,1996,4,114.50,(1.12)
UT,1997,1,116.47,(1.17)
UT,1997,2,116.91,(1.11)
UT,1997,3,118.99,(1.10)
UT,1997,4,121.98,(1.09)
UT,1998,1,123.91,(1.07)
UT,1998,2,125.08,(1.10)
UT,1998,3,126.00,(1.11)
UT,1998,4,127.20,(1.08)
UT,1999,1,127.54,(1.16)
UT,1999,2,128.57,(1.21)
UT,1999,3,129.27,(1.27)
UT,1999,4,127.59,(1.30)
UT,2000,1,127.80,(1.35)
UT,2000,2,125.81,(1.21)
UT,2000,3,127.11,(1.20)
UT,2000,4,129.06,(1.20)
UT,2001,1,132.62,(1.16)
UT,2001,2,132.87,(1.15)
UT,2001,3,133.14,(1.17)
UT,2001,4,134.65,(1.13)
UT,2002,1,134.75,(1.16)
UT,2002,2,134.90,(1.18)
UT,2002,3,135.66,(1.14)
UT,2002,4,136.74,(1.13)
UT,2003,1,138.04,(1.15)
UT,2003,2,137.98,(1.15)
UT,2003,3,138.71,(1.17)
UT,2003,4,139.91,(1.28)
UT,2004,1,140.99,(1.28)
UT,2004,2,144.24,(1.31)
UT,2004,3,145.79,(1.38)
UT,2004,4,150.73,(1.43)
UT,2005,1,155.68,(1.52)
UT,2005,2,164.32,(1.53)
UT,2005,3,174.64,(1.60)
UT,2005,4,182.86,(1.72)
UT,2006,1,190.37,(1.83)
UT,2006,2,196.56,(1.85)
UT,2006,3,205.69,(1.92)
UT,2006,4,212.76,(1.99)
UT,2007,1,217.10,(2.05)
UT,2007,2,222.86,(2.03)
UT,2007,3,224.74,(2.06)
UT,2007,4,225.64,(2.07)
UT,2008,1,228.13,(2.03)
UT,2008,2,225.40,(2.05)
UT,2008,3,217.62,(2.06)
UT,2008,4,217.35,(2.09)
UT,2009,1,218.22,(1.92)
UT,2009,2,208.97,(1.87)
UT,2009,3,200.34,(1.96)
UT,2009,4,195.08,(1.87)
UT,2010,1,191.02,(1.90)
UT,2010,2,188.32,(1.89)
UT,2010,3,186.37,(1.78)
UT,2010,4,186.78,(1.76)
UT,2011,1,177.98,(1.83)
UT,2011,2,175.81,(1.86)
UT,2011,3,177.99,(1.78)
UT,2011,4,179.59,(1.74)
UT,2012,1,180.19,(1.77)
UT,2012,2,178.51,(1.79)
UT,2012,3,180.71,(1.76)
UT,2012,4,182.03,(1.75)
UT,2013,1,184.70,(1.84)
UT,2013,2,187.98,(1.91)
UT,2013,3,193.17,(2.01)
UT,2013,4,190.35,(2.09)
UT,2014,1,194.44,(2.29)
UT,2014,2,199.08,(2.20)
UT,2014,3,197.80,(2.16)
UT,2014,4,203.98,(2.21)
UT,2015,1,205.84,(2.21)
UT,2015,2,208.26,(2.30)
UT,2015,3,212.43,(2.37)
UT,2015,4,215.02,(2.46)
UT,2016,1,217.01,(2.45)
UT,2016,2,217.00,(2.44)
UT,2016,3,222.04,(2.35)
UT,2016,4,223.49,(2.45)
UT,2017,1,225.18,(2.75)
UT,2017,2,230.01,(2.86)
UT,2017,3,238.06,(2.81)
UT,2017,4,240.89,(2.87)
UT,2018,1,238.43,(3.09)
UT,2018,2,254.25,(3.19)
UT,2018,3,254.30,(3.19)
UT,2018,4,259.98,(3.49)
UT,2019,1,264.86,(3.73)
VA,1995,1,100.00,(0.00)
VA,1995,2,101.95,(1.85)
VA,1995,3,103.71,(1.60)
VA,1995,4,102.01,(1.72)
VA,1996,1,105.47,(1.60)
VA,1996,2,103.04,(1.62)
VA,1996,3,104.57,(1.66)
VA,1996,4,105.24,(1.66)
VA,1997,1,106.10,(1.70)
VA,1997,2,106.41,(1.64)
VA,1997,3,108.87,(1.65)
VA,1997,4,109.59,(1.64)
VA,1998,1,111.35,(1.60)
VA,1998,2,111.48,(1.60)
VA,1998,3,113.52,(1.64)
VA,1998,4,114.61,(1.63)
VA,1999,1,114.38,(1.65)
VA,1999,2,115.04,(1.67)
VA,1999,3,114.01,(1.69)
VA,1999,4,115.27,(1.74)
VA,2000,1,117.94,(1.77)
VA,2000,2,117.57,(1.69)
VA,2000,3,119.13,(1.71)
VA,2000,4,120.38,(1.73)
VA,2001,1,123.85,(1.76)
VA,2001,2,126.20,(1.76)
VA,2001,3,127.89,(1.80)
VA,2001,4,130.53,(1.82)
VA,2002,1,131.81,(1.84)
VA,2002,2,132.48,(1.85)
VA,2002,3,135.68,(1.89)
VA,2002,4,138.05,(1.91)
VA,2003,1,139.38,(1.93)
VA,2003,2,141.32,(1.95)
VA,2003,3,144.52,(1.99)
VA,2003,4,148.85,(2.10)
VA,2004,1,151.81,(2.14)
VA,2004,2,155.69,(2.18)
VA,2004,3,162.21,(2.30)
VA,2004,4,167.18,(2.37)
VA,2005,1,172.26,(2.45)
VA,2005,2,180.22,(2.55)
VA,2005,3,189.30,(2.67)
VA,2005,4,193.36,(2.74)
VA,2006,1,200.01,(2.85)
VA,2006,2,203.13,(2.88)
VA,2006,3,204.30,(2.89)
VA,2006,4,207.37,(2.93)
VA,2007,1,211.10,(2.98)
VA,2007,2,212.76,(2.99)
VA,2007,3,210.43,(2.96)
VA,2007,4,210.34,(2.97)
VA,2008,1,211.30,(2.96)
VA,2008,2,208.73,(2.94)
VA,2008,3,202.80,(2.90)
VA,2008,4,202.68,(2.91)
VA,2009,1,204.10,(2.85)
VA,2009,2,200.54,(2.80)
VA,2009,3,195.51,(2.79)
VA,2009,4,192.97,(2.76)
VA,2010,1,189.80,(2.74)
VA,2010,2,185.64,(2.69)
VA,2010,3,187.76,(2.68)
VA,2010,4,185.11,(2.64)
VA,2011,1,183.04,(2.65)
VA,2011,2,180.67,(2.67)
VA,2011,3,182.72,(2.66)
VA,2011,4,182.99,(2.65)
VA,2012,1,179.76,(2.60)
VA,2012,2,178.45,(2.60)
VA,2012,3,178.65,(2.58)
VA,2012,4,178.43,(2.57)
VA,2013,1,177.47,(2.55)
VA,2013,2,178.07,(2.58)
VA,2013,3,176.51,(2.59)
VA,2013,4,174.62,(2.61)
VA,2014,1,174.43,(2.66)
VA,2014,2,176.88,(2.69)
VA,2014,3,178.41,(2.70)
VA,2014,4,180.89,(2.76)
VA,2015,1,180.24,(2.73)
VA,2015,2,179.33,(2.76)
VA,2015,3,183.37,(2.84)
VA,2015,4,180.62,(2.83)
VA,2016,1,182.94,(2.90)
VA,2016,2,185.18,(2.87)
VA,2016,3,184.57,(2.79)
VA,2016,4,187.04,(2.89)
VA,2017,1,185.23,(2.97)
VA,2017,2,190.13,(3.07)
VA,2017,3,192.77,(3.05)
VA,2017,4,190.29,(3.03)
VA,2018,1,192.88,(3.18)
VA,2018,2,193.65,(3.24)
VA,2018,3,195.04,(3.22)
VA,2018,4,196.81,(3.42)
VA,2019,1,198.51,(3.45)
VT,1995,1,100.00,(0.00)
VT,1995,2,101.03,(2.05)
VT,1995,3,104.15,(1.73)
VT,1995,4,104.64,(1.75)
VT,1996,1,106.35,(1.76)
VT,1996,2,104.84,(1.83)
VT,1996,3,104.14,(1.92)
VT,1996,4,100.99,(1.89)
VT,1997,1,104.52,(2.09)
VT,1997,2,102.75,(1.92)
VT,1997,3,104.82,(1.86)
VT,1997,4,104.78,(1.84)
VT,1998,1,107.35,(1.73)
VT,1998,2,106.24,(1.74)
VT,1998,3,105.45,(1.75)
VT,1998,4,108.20,(1.72)
VT,1999,1,109.02,(1.75)
VT,1999,2,109.56,(1.76)
VT,1999,3,109.74,(1.78)
VT,1999,4,110.63,(1.85)
VT,2000,1,113.25,(1.89)
VT,2000,2,113.75,(1.83)
VT,2000,3,116.60,(1.85)
VT,2000,4,118.91,(1.88)
VT,2001,1,120.29,(1.89)
VT,2001,2,123.06,(1.90)
VT,2001,3,125.56,(1.94)
VT,2001,4,126.97,(1.96)
VT,2002,1,129.73,(2.00)
VT,2002,2,131.85,(2.04)
VT,2002,3,134.75,(2.07)
VT,2002,4,136.80,(2.10)
VT,2003,1,138.39,(2.12)
VT,2003,2,141.07,(2.17)
VT,2003,3,145.33,(2.23)
VT,2003,4,152.48,(2.37)
VT,2004,1,154.90,(2.42)
VT,2004,2,159.43,(2.48)
VT,2004,3,168.84,(2.64)
VT,2004,4,173.09,(2.72)
VT,2005,1,178.43,(2.83)
VT,2005,2,183.81,(2.90)
VT,2005,3,191.52,(3.00)
VT,2005,4,194.16,(3.06)
VT,2006,1,197.66,(3.15)
VT,2006,2,203.01,(3.21)
VT,2006,3,203.98,(3.21)
VT,2006,4,208.35,(3.28)
VT,2007,1,208.84,(3.30)
VT,2007,2,210.04,(3.29)
VT,2007,3,210.60,(3.30)
VT,2007,4,209.08,(3.28)
VT,2008,1,212.52,(3.32)
VT,2008,2,209.07,(3.28)
VT,2008,3,208.54,(3.30)
VT,2008,4,208.46,(3.29)
VT,2009,1,208.54,(3.23)
VT,2009,2,206.04,(3.19)
VT,2009,3,203.72,(3.18)
VT,2009,4,200.95,(3.16)
VT,2010,1,200.26,(3.19)
VT,2010,2,200.08,(3.19)
VT,2010,3,200.60,(3.16)
VT,2010,4,201.06,(3.15)
VT,2011,1,198.29,(3.16)
VT,2011,2,195.57,(3.15)
VT,2011,3,194.42,(3.11)
VT,2011,4,198.43,(3.13)
VT,2012,1,197.24,(3.14)
VT,2012,2,194.32,(3.10)
VT,2012,3,195.22,(3.10)
VT,2012,4,196.88,(3.11)
VT,2013,1,196.67,(3.14)
VT,2013,2,192.73,(3.10)
VT,2013,3,193.95,(3.15)
VT,2013,4,193.83,(3.23)
VT,2014,1,190.05,(3.29)
VT,2014,2,190.74,(3.22)
VT,2014,3,192.46,(3.21)
VT,2014,4,193.34,(3.27)
VT,2015,1,192.54,(3.21)
VT,2015,2,196.51,(3.30)
VT,2015,3,194.90,(3.37)
VT,2015,4,193.75,(3.36)
VT,2016,1,192.57,(3.39)
VT,2016,2,196.93,(3.41)
VT,2016,3,197.95,(3.40)
VT,2016,4,197.48,(3.42)
VT,2017,1,199.99,(3.67)
VT,2017,2,199.15,(3.63)
VT,2017,3,200.68,(3.50)
VT,2017,4,204.73,(3.64)
VT,2018,1,204.47,(3.81)
VT,2018,2,207.30,(3.85)
VT,2018,3,208.98,(3.83)
VT,2018,4,206.46,(4.00)
VT,2019,1,209.96,(4.39)
WA,1995,1,100.00,(0.00)
WA,1995,2,101.72,(0.98)
WA,1995,3,104.01,(0.92)
WA,1995,4,104.03,(0.95)
WA,1996,1,105.89,(0.88)
WA,1996,2,106.44,(0.92)
WA,1996,3,105.60,(0.94)
WA,1996,4,107.58,(0.97)
WA,1997,1,108.47,(1.01)
WA,1997,2,107.51,(0.96)
WA,1997,3,109.73,(0.95)
WA,1997,4,110.51,(0.94)
WA,1998,1,112.08,(0.91)
WA,1998,2,112.33,(0.91)
WA,1998,3,112.55,(0.93)
WA,1998,4,114.82,(0.92)
WA,1999,1,115.00,(0.95)
WA,1999,2,114.58,(0.96)
WA,1999,3,113.98,(0.98)
WA,1999,4,115.21,(1.03)
WA,2000,1,115.16,(1.02)
WA,2000,2,115.80,(0.97)
WA,2000,3,116.95,(0.98)
WA,2000,4,118.73,(1.00)
WA,2001,1,121.60,(0.97)
WA,2001,2,123.15,(0.97)
WA,2001,3,123.42,(0.98)
WA,2001,4,124.57,(0.97)
WA,2002,1,126.44,(0.99)
WA,2002,2,126.64,(1.01)
WA,2002,3,127.53,(1.00)
WA,2002,4,129.63,(1.00)
WA,2003,1,130.66,(1.01)
WA,2003,2,131.21,(1.01)
WA,2003,3,133.10,(1.03)
WA,2003,4,135.76,(1.10)
WA,2004,1,138.54,(1.12)
WA,2004,2,141.75,(1.14)
WA,2004,3,148.04,(1.22)
WA,2004,4,151.93,(1.24)
WA,2005,1,156.40,(1.30)
WA,2005,2,164.59,(1.35)
WA,2005,3,172.08,(1.39)
WA,2005,4,179.52,(1.47)
WA,2006,1,185.22,(1.54)
WA,2006,2,192.32,(1.56)
WA,2006,3,197.47,(1.60)
WA,2006,4,202.23,(1.64)
WA,2007,1,205.88,(1.66)
WA,2007,2,208.70,(1.67)
WA,2007,3,209.95,(1.68)
WA,2007,4,211.93,(1.70)
WA,2008,1,212.77,(1.68)
WA,2008,2,210.78,(1.68)
WA,2008,3,205.40,(1.68)
WA,2008,4,204.79,(1.69)
WA,2009,1,204.30,(1.61)
WA,2009,2,198.32,(1.57)
WA,2009,3,191.22,(1.57)
WA,2009,4,189.49,(1.56)
WA,2010,1,185.48,(1.55)
WA,2010,2,184.79,(1.55)
WA,2010,3,184.06,(1.50)
WA,2010,4,180.19,(1.46)
WA,2011,1,175.13,(1.47)
WA,2011,2,169.16,(1.45)
WA,2011,3,170.46,(1.43)
WA,2011,4,170.01,(1.40)
WA,2012,1,167.44,(1.40)
WA,2012,2,165.18,(1.39)
WA,2012,3,166.90,(1.39)
WA,2012,4,168.05,(1.39)
WA,2013,1,167.01,(1.39)
WA,2013,2,166.58,(1.41)
WA,2013,3,168.13,(1.47)
WA,2013,4,166.97,(1.55)
WA,2014,1,168.88,(1.63)
WA,2014,2,170.04,(1.56)
WA,2014,3,171.05,(1.56)
WA,2014,4,172.84,(1.61)
WA,2015,1,175.39,(1.61)
WA,2015,2,179.12,(1.62)
WA,2015,3,182.01,(1.67)
WA,2015,4,183.78,(1.76)
WA,2016,1,185.71,(1.80)
WA,2016,2,190.61,(1.75)
WA,2016,3,194.79,(1.78)
WA,2016,4,198.74,(1.79)
WA,2017,1,202.78,(1.95)
WA,2017,2,208.35,(1.95)
WA,2017,3,215.64,(2.00)
WA,2017,4,217.19,(2.03)
WA,2018,1,220.95,(2.15)
WA,2018,2,229.84,(2.21)
WA,2018,3,236.23,(2.27)
WA,2018,4,240.10,(2.43)
WA,2019,1,241.46,(2.52)
WI,1995,1,100.00,(0.00)
WI,1995,2,102.20,(0.54)
WI,1995,3,103.72,(0.51)
WI,1995,4,105.60,(0.53)
WI,1996,1,106.10,(0.52)
WI,1996,2,107.98,(0.55)
WI,1996,3,110.27,(0.58)
