FHFBID,District,Member Name,City,State,Zip,Member Type,Charter Type,FDIC Certificate Number,Federal Reserve ID,OTS Docket Number ,Credit Union Charter Number ,Approval Date,,
02632,Chicago,Security Savings Bank,Monmouth,IL,61462,Savings Bank,State,28925,0708379,,,,,
02639,Des Moines,First Missouri National Bank,Brookfield,MO,64628,Commercial Bank,National,28930,0710176,,,,,
02644,Cincinnati,PERPETUAL FEDERAL SAVINGS B,Urbana,OH,43078,Savings Bank,Federal,28934,,02644,,,,
02649,Chicago,Harvard Savings Bank,Harvard,IL,60033,Savings Bank,State,28938,0899370,,,,,
02657,New York,Carthage FS & LA,Carthage,NY,13619,Savings and Loan,Federal,28942,,02657,,,,
02674,Dallas,Amory FS & LA,Amory,MS,38821,Savings and Loan,Federal,28949,,02674,,,,
02692,Indianapolis,First FS & LA of Hammond,Hammond,IN,46320,Savings and Loan,Federal,28961,,02692,,,,
02694,New York,Lincoln Park Savings Bank,Lincoln Park,NJ,07035,Savings Bank,State,28963,0930871,,,,,
02703,Atlanta,Prince George's Federal Savings Bank,Upper Marlboro,MD,20772,Savings Bank,Federal,28969,,02703,,,,
02706,Pittsburgh,Firstrust Savings Bank,Flourtown,PA,19111,Savings Bank,State,26647,0932978,,,,,
02721,Dallas,First Federal Bank,Harrison,AR,72601,Savings and Loan,Federal,28982,,02721,,,,
02722,Chicago,Ladysmith FS & LA,Ladysmith,WI,54848,Savings and Loan,Federal,28983,,02722,,,,
02731,Des Moines,Webster City Federal Savings Bank,Webster City,IA,50595,Savings Bank,Federal,28989,,02731,,,,
02738,Atlanta,First Fs&la of Charleston,Charleston,SC,29401,Savings and Loan,Federal,28994,,02738,,,,
02741,Atlanta,"Provident Community Bank, National Association",Union,SC,29379,Commercial Bank,National,28997,0937674,,,,,
02753,Cincinnati,First FS & LA,Centerburg,OH,43011,Savings and Loan,Federal,29005,,02753,,,,
02758,Chicago,Liberty Bank for Savings,Chicago,IL,60647,Savings Bank,State,29009,0757377,,,,,
02762,Cincinnati,MECHANICS SAVINGS BANK,Mansfield,OH,44902,Savings Bank,State,29011,0943675,,,,,
02763,Seattle,Heritage Bank,Olympia,WA,98501,Commercial Bank,State,29012,0881478,,,,,
02781,Indianapolis,BEDFORD FSB,Bedford,IN,47421,Savings Bank,Federal,29024,,02781,,,,
02794,Dallas,Teche Federal Bank,Franklin,LA,70538,Savings Bank,Federal,29028,,02794,,,,
02798,Indianapolis,AMERIANA BANK & TRUST OF INDIANA,New Castle,IN,47362,Commercial Bank,State,29031,,,,,,
02808,Pittsburgh,"Hancock County Savings Bank, FSB",Chester,WV,26034,Savings Bank,Federal,29035,,02808,,,,
02818,Des Moines,Home Federal Savings Bank,Rochester,MN,55901,Savings and Loan,Federal,29042,,02818,,,,
02825,Des Moines,"First Federal Bank, FSB",Kansas City,MO,64120,Savings and Loan,Federal,29047,,02825,,,,
02828,Des Moines,Lake City Federal Bank,Lake City,MN,55041,Savings and Loan,Federal,29049,,02828,,,,
02838,Indianapolis,First Federal Savings Bank,Evansville,IN,47715,Savings Bank,Federal,29056,,02838,,,,
02841,Seattle,First Savings Bank of Renton,Renton,WA,98057,Savings Bank,State,29058,0768074,,,,,
02842,Dallas,Tucumcari FS & LA,Tucumcari,NM,88401,Savings and Loan,Federal,29059,,02842,,,,
02844,Atlanta,"Tarboro Savings Bank, SSB",Tarboro,NC,27886,Savings Bank,State,29061,0800479,,,,,
02849,Atlanta,Elberton FS & LA,Elberton,GA,30635,Savings and Loan,Federal,29065,,02849,,,,
02853,Topeka,Del Norte Federal Bank,Del Norte,CO,81132,Savings and Loan,Federal,29066,,02853,,,,
02859,Indianapolis,Monarch Community Bank,Coldwater,MI,49036,Commercial Bank,National,29069,0891673,,,,,
02887,Cincinnati,Athens Federal Community Bank,Athens,TN,37303,Savings and Loan,Federal,29085,,02887,,,,
02889,Dallas,Bank'34,Alamogordo,NM,88310,Savings and Loan,Federal,29087,,02889,,,,
02892,Cincinnati,NEWPORT FEDERAL BANK,Newport,TN,37821,Savings Bank,Federal,29089,,02892,,,,
02893,Cincinnati,First FS & LA,Newark,OH,43055,Savings and Loan,Federal,29090,,02893,,,,
02897,Des Moines,Investors National Bank,Chillicothe,MO,64601,Commercial Bank,National,29093,0809379,,,,,
02945,Chicago,"PyraMax Bank, FSB",South Milwaukee,WI,53172,Savings Bank,Federal,29120,,17954,,,,
02946,Chicago,Union Savings Bank,Freeport,IL,61032,Savings Bank,State,29121,0817477,,,,,
02966,Pittsburgh,Third Federal Savings Bank,Newtown,PA,18940,Savings Bank,Federal,29132,,02966,,,,
02969,Cincinnati,First FS & LA of Van Wert,Van Wert,OH,45891,Savings and Loan,Federal,29135,,02969,,,,
02983,Des Moines,American Federal Bank,Fargo,ND,58102,Savings Bank,Federal,29140,,02983,,,,
02984,Des Moines,"Wells Federal Bank, a Federal Savings Bank",Wells,MN,56097,Savings and Loan,Federal,29141,,02984,,,,
02988,Des Moines,Systematic Savings & Loan Association,Springfield,MO,65806,Savings and Loan,State,29143,,02988,,,,
02995,New York,Northeast Community Bank,New York,NY,10021,Savings Bank,Federal,29147,,02995,,,,
03019,Atlanta,First Fs&la of Valdosta,Valdosta,GA,31601,Savings and Loan,Federal,29164,,03019,,,,
03034,New York,UNITED ROOSEVELT SAVINGS BANK,Carteret,NJ,07008,Savings Bank,State,29170,0644776,,,,,
03042,Topeka,First Fs&la of Wakeeney,Wakeeney,KS,67672,Savings and Loan,Federal,29172,,03042,,,,
03043,Cincinnati,New Carlisle Federal Savings Bank,New Carlisle,OH,45344,Savings Bank,Federal,29173,,03043,,,,
03050,Cincinnati,BankTennessee,Memphis,TN,38103,Commercial Bank,State,29177,0831576,,,,,
03052,Des Moines,Home Savings of America,Little Falls,MN,56345,Savings and Loan,Federal,29178,,03052,,,,
03067,Cincinnati,"Lawrenceburg Federal Bank, FSB",Lawrenceburg,TN,38464,Savings and Loan,Federal,29186,,03067,,,,
03069,Chicago,Fox Valley Savings Bank,Fond Du Lac,WI,54935,Savings Bank,Federal,29188,,03069,,,,
03099,Dallas,Graham Savings & Loan,Graham,TX,76450,Savings and Loan,Federal,29206,,03099,,,,
03101,Dallas,Dalhart FS & LA,Dalhart,TX,79022,Savings and Loan,Federal,29208,,03101,,,,
03102,Dallas,"NexBank, SSB",Dallas,TX,75240,Savings Bank,State,29209,0652874,,,,,
03125,Chicago,Heritage State Bank,Lawrenceville,IL,62439,Commercial Bank,State,29224,0912578,,,,,
03128,Chicago,Washington Savings Bank,Effingham,IL,62401,Savings Bank,State,29227,0790271,,,,,
03136,Pittsburgh,County Savings Bank,Essington,PA,19029,Savings Bank,Federal,29231,,03136,,,,
03150,Atlanta,Woodruff FS & LA,Woodruff,SC,29388,Savings and Loan,Federal,29238,,03150,,,,
03155,Dallas,Henderson Federal Savings Bank,Henderson,TX,75652,Savings and Loan,Federal,29241,,03155,,,,
03168,Pittsburgh,"Liberty Savings Bank, FSB",Pottsville,PA,17901,Savings Bank,Federal,29247,,03168,,,,
03193,Dallas,Eureka Homestead,Metairie,LA,70005,Savings and Loan,Federal,29268,,03193,,,,
03198,New York,BROOKLYN FEDERAL SAVINGS BANK,Brooklyn,NY,11201,Savings Bank,Federal,29272,,03198,,,,
03217,Pittsburgh,Washington SA,Philadelphia,PA,19134,Savings and Loan,State,29281,,03217,,,,
03218,Pittsburgh,Polonia Bank,Huntingdon Valley,PA,19006,Savings and Loan,Federal,29282,,03218,,,,
03234,Chicago,"Cumberland Federal Bank, FSB",Cumberland,WI,54829,Savings Bank,Federal,29293,,03234,,,,
03235,Chicago,Time Federal Savings Bank,Medford,WI,54451,Savings Bank,Federal,29294,,03235,,,,
03267,Cincinnati,Winchester Federal Bank,Winchester,KY,40391,Savings Bank,Federal,29313,,03267,,,,
03280,Cincinnati,Ripley Federal Savings Bank,Ripley,OH,45167,Savings and Loan,Federal,29323,,03280,,,,
03293,Atlanta,Thomas County FS & LA,Thomasville,GA,31792,Savings and Loan,Federal,29331,,03293,,,,
03294,Atlanta,First Southern Bank,Florence,AL,35630,Commercial Bank,State,29332,0066275,,,,,
03309,Topeka,TierOne Bank,Lincoln,NE,68508,Savings Bank,Federal,29341,,03309,,,,
03313,Cincinnati,First FS & LA,Delta,OH,43515,Savings and Loan,Federal,29345,,03313,,,,
03330,Atlanta,Family Bank,Pelham,GA,31779,Savings Bank,Federal,29357,,03330,,,,
03331,Atlanta,Mount Gilead S & LA,Mount Gilead,NC,27306,Savings and Loan,State,29358,,03331,,,,
03344,Indianapolis,Citizens Financial Bank,Munster,IN,46321,Savings Bank,Federal,29367,,03344,,,,
03346,Pittsburgh,First Keystone Bank,Media,PA,19063,Savings Bank,Federal,29369,,03346,,,,
03360,Topeka,Sidney Fs&la,Sidney,NE,69162,Savings and Loan,Federal,29379,,03360,,,,
03367,Chicago,Peru Federal Savings Bank,Peru,IL,61354,Savings Bank,Federal,29384,,03367,,,,
03395,Chicago,Illinois-Service FS & LA,Chicago,IL,60653,Savings and Loan,Federal,29399,,03395,,,,
03401,Dallas,"Iberiabank, FSB",Little Rock,AR,72207,Savings and Loan,Federal,33538,,03401,,,,
03419,Chicago,Columbus Savings Bank,Chicago,IL,60632,Savings Bank,State,29416,0254670,,,,,
03435,Des Moines,"Worthington Federal Savings Bank, FSB",Worthington,MN,56187,Savings and Loan,Federal,29426,,03435,,,,
03436,Des Moines,Independence Federal Bank for Savings,Independence,IA,50644,Savings Bank,Federal,29427,,03436,,,,
03439,Pittsburgh,Compass Savings Bank,Wilmerding,PA,15148,Savings Bank,State,29430,0373272,,,,,
03444,New York,Flatbush Federal Savings and Loan Association,Brooklyn,NY,11210,Savings Bank,Federal,29435,,03444,,,,
03451,Topeka,Morgan Federal Bank,Fort Morgan,CO,80701,Savings and Loan,Federal,29439,,03451,,,,
03468,Chicago,North Side FS & LA of Chicago,Chicago,IL,60640,Savings and Loan,Federal,29449,,03468,,,,
03506,Pittsburgh,Armstrong County B & La,Ford City,PA,16226,Savings and Loan,State,29471,,03506,,,,
03519,Topeka,Home Fs&la of Grand Island,Grand Island,NE,68801,Savings and Loan,Federal,29476,,03519,,,,
03533,Atlanta,"Roanoke Valley Savings Bank, SSB",Roanoke Rapids,NC,27870,Savings Bank,State,29485,0563774,,,,,
03534,Atlanta,Kingstree FS & LA,Kingstree,SC,29556,Savings and Loan,Federal,29486,,03534,,,,
03536,Cincinnati,First FS & LA,Lakewood,OH,44107,Savings and Loan,Federal,29488,,03536,,,,
03542,Pittsburgh,First FS & LA,Ravenswood,WV,26164,Savings and Loan,Federal,29490,,03542,,,,
03551,Cincinnati,VAN WERT FEDERAL SAVINGS BA,Van Wert,OH,45891,Savings Bank,Federal,29495,,03551,,,,
03552,New York,Seneca FS & LA,Baldwinsville,NY,13027,Savings and Loan,Federal,29496,,03552,,,,
03560,Des Moines,Interstate Federal Savings and Loan Association of McGregor,McGregor,IA,52157,Savings and Loan,Federal,29501,,03560,,,,
03571,Chicago,Bay View FS & LA,Milwaukee,WI,53207,Savings and Loan,Federal,29506,,03571,,,,
03575,Atlanta,Newton Federal Bank,Covington,GA,30014,Savings and Loan,Federal,29510,,03575,,,,
03576,Atlanta,Stephens Federal Bank,Toccoa,GA,30577,Savings Bank,Federal,29511,,03576,,,,
03579,Atlanta,Fullerton Federal Savings Association,Baltimore,MD,21236,Savings and Loan,Federal,29514,,03579,,,,
03583,Seattle,Pioneer FS & LA,Deer Lodge,MT,59722,Savings and Loan,Federal,29517,,03583,,,,
03586,Pittsburgh,Washington Financial Bank,Washington,PA,15301,Savings Bank,State,29520,0003586,,,,,
03587,Cincinnati,Fidelity FS & LA,Delaware,OH,43015,Savings and Loan,Federal,29521,,03587,,,,
03589,Indianapolis,"PEOPLES BANK SB, MUNSTER",Munster,IN,46321,Savings Bank,State,29523,0568470,,,,,
03607,Chicago,Nokomis Savings Bank,Nokomis,IL,62075,Savings Bank,State,29532,0285777,,,,,
03613,Chicago,De Witt Savings Bank,Clinton,IL,61727,Savings Bank,State,29535,0324975,,,,,
03619,Seattle,First Federal Savings Bank,Sheridan,WY,82801,Savings Bank,Federal,29537,,03619,,,,
03627,Chicago,"Diamond Bank, FSB",Chicago,IL,60610,Savings Bank,Federal,29539,,03627,,,,
03629,Boston,MAYFLOWER CO-OP BK,Middleborough,MA,02346,Savings Bank,State,26553,0118174,,,,,
03641,Des Moines,Great Southern Bank,Springfield,MO,65804,Commercial Bank,State,29546,0572374,,,,,
03645,Atlanta,Pinnacle Bank,Jasper,AL,35501,Commercial Bank,State,29548,0288376,,,,,
03667,Dallas,Statewide Bank,Covington,LA,70433,Commercial Bank,State,29561,0574471,,,,,
03676,Indianapolis,UNITED FIDELITY BANK,Evansville,IN,47708,Savings Bank,Federal,29566,,03676,,,,
03681,Cincinnati,"The Home S&L Company of Kenton, Ohio",Kenton,OH,43326,Savings and Loan,State,29571,,03681,,,,
03691,Dallas,St. Tammany Homestead Assn,Covington,LA,70433,Savings and Loan,Federal,29577,,03691,,,,
03692,Cincinnati,Monroe FS & LA,Tipp City,OH,45371,Savings and Loan,Federal,29578,,03692,,,,
03697,Atlanta,Pee Dee Federal Savings Bank,Marion,SC,29571,Savings Bank,Federal,29582,,03697,,,,
03719,Cincinnati,First Federal Bank,Lexington,KY,40509,Savings and Loan,Federal,29594,,03719,,,,
03748,Seattle,Tri-County Bank,Cheyenne,WY,82003,Commercial Bank,State,29608,0395779,,,,,
03756,Chicago,First FS & LA of Kewanee,Kewanee,IL,61443,Savings and Loan,Federal,29611,,03756,,,,
03758,Atlanta,Rosedale FS & LA,Baltimore,MD,21206,Savings and Loan,Federal,29613,,03758,,,,
03764,Pittsburgh,"Doolin Security Savings Bank, FSB",New Martinsville,WV,26155,Savings Bank,Federal,29617,,03764,,,,
03767,Indianapolis,United Community Bank,Lawrenceburg,IN,47025,Savings Bank,Federal,29620,,03767,,,,
03773,Seattle,First FS & LA of McMinnville,Mcminnville,OR,97128,Savings and Loan,Federal,29624,,03773,,,,
03776,Pittsburgh,Second FS & LA of Philadelphia,Philadelphia,PA,19103,Savings and Loan,Federal,29627,,03776,,,,
03781,Boston,Windsor FS & LA,Windsor,CT,06095,Savings and Loan,Federal,29632,,03781,,,,
03786,Boston,First FS & LA of Bath,Bath,ME,04530,Savings and Loan,Federal,29636,,03786,,,,
03790,Seattle,Big Horn Federal Savings Bank,Greybull,WY,82426,Savings Bank,Federal,29637,,03790,,,,
03812,Chicago,First Federal Savings and Loan Association of Central Illinois,Shelbyville,IL,62565,Savings and Loan,Federal,29645,,03812,,,,
03816,Dallas,First FS & LA,Aberdeen,MS,39730,Savings and Loan,Federal,29646,,03816,,,,
03835,Boston,FIRST FSB OF BOSTON,Boston,MA,02108,Savings Bank,Federal,29656,,03835,,,,
03836,Chicago,"Great Midwest Bank, S.S.B.",Brookfield,WI,53005,Savings Bank,State,29657,0524579,,,,,
03844,Boston,Kennebec FS & LA of Waterville,Waterville,ME,04901,Savings and Loan,Federal,29661,,03844,,,,
03846,Atlanta,Asheville Savings Bank,Asheville,NC,28801,Savings Bank,State,29663,0342175,,,,,
03859,Indianapolis,AMERICANTRUST FSB,Peru,IN,46970,Savings Bank,Federal,29668,,03859,,,,
03862,Dallas,Florida Parishes Bank,Hammond,LA,70403,Savings Bank,Federal,29670,,03862,,,,
03866,Pittsburgh,Charleroi Federal Savings Bank,Charleroi,PA,15022,Savings Bank,Federal,29672,,03866,,,,
03870,Chicago,Iroquois FS & LA,Watseka,IL,60970,Savings and Loan,Federal,29675,,03870,,,,
03871,Chicago,Paper City Savings Association,Wisconsin Rapids,WI,54494,Savings and Loan,State,29676,,03871,,,,
03872,Chicago,Nashville Savings Bank,Nashville,IL,62263,Savings Bank,State,29677,0343770,,,,,
03874,Dallas,First Financial Bank and Trust Company,Plaquemine,LA,70764,Savings Bank,Federal,29679,,03874,,,,
03879,Cincinnati,HOME FEDERAL SAVINGS BANK O,Knoxville,TN,37902,Savings Bank,Federal,29683,,03879,,,,
03881,Atlanta,Martinsville First Savings Bank,Martinsville,VA,24112,Savings and Loan,Federal,29685,,03881,,,,
03892,Indianapolis,FIRST FSB,Huntington,IN,46750,Savings Bank,Federal,29690,,03892,,,,
03894,Chicago,KeySavings Bank,Wisconsin Rapids,WI,54494,Savings Bank,State,29691,0208972,,,,,
03896,Topeka,"Lincoln FSB of Nebraska - Lincoln, NE",Lincoln,NE,68508,Savings Bank,Federal,29692,,03896,,,,
03901,Cincinnati,Home Loan Savings Bank (The),Coshocton,OH,43812,Savings Bank,State,29695,0468673,,,,,
03903,Seattle,Buffalo Federal Savings Bank,Buffalo,WY,82834,Savings and Loan,Federal,29696,,03903,,,,
03912,Dallas,Bank of Ruston,Ruston,LA,71270,Savings Bank,Federal,29700,,03912,,,,
03917,Cincinnati,Peoples FS & LA,Sidney,OH,45365,Savings and Loan,Federal,29703,,03917,,,,
03920,Cincinnati,First Federal Community Bank of Bucyrus,Bucyrus,OH,44820,Savings Bank,Federal,29705,,03920,,,,
03927,Des Moines,"North American Savings Bank, F.S.B.",Grandview,MO,64030,Savings Bank,Federal,29708,,03927,,,,
03932,Indianapolis,First Federal Savings Bank of Washington,Washington,IN,47501,Savings Bank,Federal,29710,,03932,,,,
03951,Cincinnati,"Family Bank, FSB",Paintsville,KY,41240,Savings Bank,Federal,29721,,03951,,,,
03971,Atlanta,The Southern Bank Company,Gadsden,AL,35901,Commercial Bank,State,29731,0117775,,,,,
03993,Atlanta,Virginia Commonwealth Bank,Petersburg,VA,23805,Commercial Bank,State,29742,0534774,,,,,
03995,Boston,Aroostook County FS & LA,Caribou,ME,04736,Savings and Loan,Federal,29743,,03995,,,,
03996,Boston,SAVERS CO-OP BK,Southbridge,MA,01550,Savings Bank,State,26455,1002373,,,,,
03997,Boston,FEDERAL SB DOVER,Dover,NH,03820,Savings Bank,Federal,29744,,03997,,,,
04000,Chicago,Marathon Savings Bank,Wausau,WI,54403,Savings Bank,State,29745,0596978,,,,,
04013,Cincinnati,Leesburg Federal Savings Bank,Leesburg,OH,45135,Savings and Loan,Federal,29749,,04013,,,,
04032,Boston,MUTUAL FSB PLYMOUTH,Whitman,MA,02382,Savings Bank,Federal,29755,,04032,,,,
04044,Indianapolis,SCB Bank,Shelbyville,IN,46176,Savings Bank,Federal,29761,,04044,,,,
04055,Des Moines,Clay County Savings Bank,Liberty,MO,64068,Savings Bank,Federal,29764,,04055,,,,
04059,Cincinnati,The Home Builders Assn,Lynchburg,OH,45142,Savings and Loan,State,29767,,04059,,,,
04066,Atlanta,KS Bank,Kenly,NC,27542,Savings Bank,State,29771,0416674,,,,,
04067,Atlanta,Vidalia Federal Savings Bank,Vidalia,GA,30474,Savings and Loan,Federal,29772,,04067,,,,
04069,Cincinnati,Carrollton Federal Bank,Carrollton,KY,41008,Savings and Loan,Federal,29774,,04069,,,,
04081,Cincinnati,FIRST FEDERAL BANK,Dickson,TN,37055,Savings Bank,Federal,29782,,04081,,,,
04082,Topeka,High Country Bank,Salida,CO,81201,Commercial Bank,State,29783,0479370,,,,,
04087,Chicago,"First Bank & Trust, S.B.",Paris,IL,61944,Savings Bank,State,29786,0221476,,,,,
04088,Cincinnati,FIRST FEDERAL COMMUNITY BAN,Dover,OH,44622,Savings Bank,Federal,29787,,04088,,,,
04091,Indianapolis,"PEOPLES FSB, AUBURN",Auburn,IN,46706,Savings Bank,Federal,29789,,04091,,,,
04107,Chicago,Lisle Savings Bank,Lisle,IL,60532,Savings Bank,State,29800,0133971,,,,,
04114,Dallas,St. Landry Homestead,Opelousas,LA,70570,Savings Bank,Federal,29804,,04114,,,,
04115,New York,Astoria FS & LA,Long Island City,NY,11103,Savings and Loan,Federal,29805,,04115,,,,
04132,Cincinnati,Peoples S & L Co,Bucyrus,OH,44820,Savings and Loan,State,29813,,04132,,,,
04137,Indianapolis,GRIFFITH SAVINGS BANK,Griffith,IN,46319,Savings Bank,State,29816,0606073,,,,,
04157,Dallas,MBL Bank,Minden,LA,71058,Savings and Loan,State,29829,,04157,,,,
04160,Dallas,Hibernia Homestead Bank,New Orleans,LA,70130,Savings Bank,State,29831,0142571,,,,,
04167,Boston,Milford FS & LA,Milford,MA,01757,Savings and Loan,Federal,29835,,04167,,,,
04171,Cincinnati,First FS & LA,Lorain,OH,44053,Savings and Loan,Federal,29838,,04171,,,,
04175,Indianapolis,Crossroads Bank,Wabash,IN,46992,Savings Bank,Federal,29839,,04175,,,,
04185,Boston,FRAMINGHAM COOP BK,Framingham,MA,01701,Savings Bank,State,26395,0154770,,,,,
04186,Boston,Hyde Park Co-op Bk,Hyde Park,MA,02136,Savings and Loan,State,29842,,04186,,,,
04192,Cincinnati,First Federal Bank of the Midwest,Defiance,OH,43512,Savings Bank,Federal,29845,,04192,,,,
04194,Indianapolis,EATON FSB,Charlotte,MI,48813,Savings Bank,Federal,29846,,04194,,,,
04195,Cincinnati,Wayne Savings Community Bank,Wooster,OH,44691,Savings and Loan,State,29847,,04195,,,,
04202,Seattle,Alaska Pacific Bank,Juneau,AK,99801,Savings Bank,Federal,29849,,04202,,,,
04214,Topeka,"Liberty SA, FSA - Fort Scott, KS",Fort Scott,KS,66701,Savings and Loan,Federal,29857,,04214,,,,
04215,Cincinnati,STRASBURG SAVINGS BANK,Strasburg,OH,44680,Savings Bank,State,29858,0995674,,,,,
04223,Boston,PEOPLES FSB,Brighton,MA,02135,Savings Bank,Federal,29861,,04223,,,,
04229,Dallas,Guaranty Savings Bank,Metairie,LA,70002,Savings and Loan,Federal,29866,,04229,,,,
04241,Indianapolis,DEARBORN FSB,Dearborn,MI,48124,Savings Bank,Federal,29874,,04241,,,,
04242,New York,NVE Bank,Englewood,NJ,07631,Savings Bank,State,29875,1012671,,,,,
04246,Cincinnati,Home FS & LA,Ashland,KY,41101,Savings and Loan,Federal,29877,,04246,,,,
04247,Indianapolis,"AMERICAN SAV, FSB",Munster,IN,46321,Savings Bank,Federal,29878,,04247,,,,
04255,Indianapolis,Home Bank SB,Martinsville,IN,46151,Savings and Loan,State,29881,,04255,,,,
04256,Pittsburgh,Alliance Bank,Broomall,PA,19008,Savings Bank,State,29882,1014778,,,,,
04278,Boston,WARE CO-OP BK,Ware,MA,01082,Savings Bank,State,26594,0057572,,,,,
04287,Cincinnati,The American Savings Bank,Middletown,OH,45042,Savings and Loan,State,29899,,04287,,,,
04295,Atlanta,Kopernik Federal Bank,Baltimore,MD,21231,Savings Bank,Federal,29901,,04295,,,,
04307,Cincinnati,ELIZABETHTON FEDERAL SAVING,Elizabethton,TN,37643,Savings Bank,Federal,29904,,04307,,,,
04312,Indianapolis,"LOGANSPORT SAVINGS BANK, FSB",Logansport,IN,46947,Savings Bank,Federal,29907,,04312,,,,
04315,Indianapolis,Scottsburg B & LA,Scottsburg,IN,47170,Savings and Loan,Federal,29910,,04315,,,,
04347,Seattle,Riverview Community Bank,Camas,WA,98607,Savings Bank,Federal,29922,,04347,,,,
04354,Indianapolis,Dearborn Savings Bank,Lawrenceburg,IN,47025,Savings and Loan,Federal,29926,,04354,,,,
04364,Atlanta,Midstate Federal Savings and Loan,Baltimore,MD,21212,Savings and Loan,Federal,29930,,04364,,,,
04369,Indianapolis,Union S & LA,Connersville,IN,47331,Savings and Loan,Federal,29933,,04369,,,,
04381,Cincinnati,FIRST FEDERAL SAV BK OF FRA,Frankfort,KY,40601,Savings Bank,Federal,29937,,04381,,,,
04390,Boston,WINCHESTER CO-OP BK,Winchester,MA,01890,Savings Bank,State,27238,0268976,,,,,
